year,month,rainfall_mm,oblast
2016,7,6.82,Yujno-kazachstanskaya
2016,8,1.24,Yujno-kazachstanskaya
2016,9,0.9,Yujno-kazachstanskaya
2016,10,36.58,Yujno-kazachstanskaya
2016,11,30.6,Yujno-kazachstanskaya
2016,12,77.19,Yujno-kazachstanskaya
2017,1,53.32,Yujno-kazachstanskaya
2017,2,93.8,Yujno-kazachstanskaya
2017,3,43.71,Yujno-kazachstanskaya
2017,4,38.4,Yujno-kazachstanskaya
2017,5,22.94,Yujno-kazachstanskaya
2017,6,6.0,Yujno-kazachstanskaya
2017,7,0.31,Yujno-kazachstanskaya
2017,8,1.55,Yujno-kazachstanskaya
2017,9,5.7,Yujno-kazachstanskaya
2017,10,24.49,Yujno-kazachstanskaya
2017,11,20.4,Yujno-kazachstanskaya
2017,12,34.1,Yujno-kazachstanskaya
2018,1,10.54,Yujno-kazachstanskaya
2018,2,43.4,Yujno-kazachstanskaya
2018,3,49.29,Yujno-kazachstanskaya
2018,4,22.8,Yujno-kazachstanskaya
2018,5,15.81,Yujno-kazachstanskaya
2018,6,7.2,Yujno-kazachstanskaya
2018,7,0.0,Yujno-kazachstanskaya
2018,8,0.62,Yujno-kazachstanskaya
2018,9,0.3,Yujno-kazachstanskaya
2018,10,21.7,Yujno-kazachstanskaya
2018,11,42.6,Yujno-kazachstanskaya
2018,12,23.87,Yujno-kazachstanskaya
2019,1,39.06,Yujno-kazachstanskaya
2019,2,22.68,Yujno-kazachstanskaya
2019,3,38.75,Yujno-kazachstanskaya
2019,4,71.4,Yujno-kazachstanskaya
2019,5,8.06,Yujno-kazachstanskaya
2019,6,9.3,Yujno-kazachstanskaya
2019,7,0.31,Yujno-kazachstanskaya
2019,8,0.0,Yujno-kazachstanskaya
2019,9,1.8,Yujno-kazachstanskaya
2019,10,5.27,Yujno-kazachstanskaya
2019,11,12.9,Yujno-kazachstanskaya
2019,12,26.97,Yujno-kazachstanskaya
2020,1,27.9,Yujno-kazachstanskaya
2020,2,47.27,Yujno-kazachstanskaya
2020,3,5.58,Yujno-kazachstanskaya
2020,4,63.9,Yujno-kazachstanskaya
2020,5,37.82,Yujno-kazachstanskaya
2020,6,1.5,Yujno-kazachstanskaya
2020,7,1.24,Yujno-kazachstanskaya
2020,8,8.37,Yujno-kazachstanskaya
2020,9,0.9,Yujno-kazachstanskaya
2020,10,0.0,Yujno-kazachstanskaya
2020,11,24.0,Yujno-kazachstanskaya
2020,12,30.07,Yujno-kazachstanskaya
2021,1,11.47,Yujno-kazachstanskaya
2021,2,22.4,Yujno-kazachstanskaya
2021,3,74.4,Yujno-kazachstanskaya
2021,4,13.5,Yujno-kazachstanskaya
2021,5,8.06,Yujno-kazachstanskaya
2021,6,0.9,Yujno-kazachstanskaya
2021,7,0.93,Yujno-kazachstanskaya
2021,8,0.0,Yujno-kazachstanskaya
2021,9,0.0,Yujno-kazachstanskaya
2021,10,13.95,Yujno-kazachstanskaya
2021,11,5.1,Yujno-kazachstanskaya
2021,12,25.11,Yujno-kazachstanskaya
2022,1,46.5,Yujno-kazachstanskaya
2022,2,19.04,Yujno-kazachstanskaya
2022,3,105.71,Yujno-kazachstanskaya
2022,4,7.5,Yujno-kazachstanskaya
2022,5,43.09,Yujno-kazachstanskaya
2022,6,7.2,Yujno-kazachstanskaya
2022,7,0.0,Yujno-kazachstanskaya
2022,8,0.62,Yujno-kazachstanskaya
2022,9,0.0,Yujno-kazachstanskaya
2022,10,35.65,Yujno-kazachstanskaya
2022,11,70.8,Yujno-kazachstanskaya
2022,12,9.92,Yujno-kazachstanskaya
2023,1,36.89,Yujno-kazachstanskaya
2023,2,46.48,Yujno-kazachstanskaya
2023,3,19.22,Yujno-kazachstanskaya
2023,4,20.1,Yujno-kazachstanskaya
2023,5,8.37,Yujno-kazachstanskaya
2023,6,0.0,Yujno-kazachstanskaya
2023,7,1.55,Yujno-kazachstanskaya
2023,8,21.39,Yujno-kazachstanskaya
2023,9,0.6,Yujno-kazachstanskaya
2023,10,19.53,Yujno-kazachstanskaya
2023,11,34.8,Yujno-kazachstanskaya
2023,12,26.35,Yujno-kazachstanskaya
2024,1,37.82,Yujno-kazachstanskaya
2024,2,33.35,Yujno-kazachstanskaya
2024,3,59.21,Yujno-kazachstanskaya
2024,4,25.5,Yujno-kazachstanskaya
2024,5,43.4,Yujno-kazachstanskaya
2024,6,0.6,Yujno-kazachstanskaya
2024,7,10.23,Yujno-kazachstanskaya
2024,8,0.0,Yujno-kazachstanskaya
2024,9,0.9,Yujno-kazachstanskaya
2024,10,36.58,Yujno-kazachstanskaya
2024,11,33.3,Yujno-kazachstanskaya
2024,12,27.59,Yujno-kazachstanskaya
2015,1,27.9,Zapadno-kazachstanskaya
2015,2,12.04,Zapadno-kazachstanskaya
2015,3,6.51,Zapadno-kazachstanskaya
2015,4,30.3,Zapadno-kazachstanskaya
2015,5,22.94,Zapadno-kazachstanskaya
2015,6,4.8,Zapadno-kazachstanskaya
2015,7,16.43,Zapadno-kazachstanskaya
2015,8,5.89,Zapadno-kazachstanskaya
2015,9,16.2,Zapadno-kazachstanskaya
2015,10,9.61,Zapadno-kazachstanskaya
2015,11,50.1,Zapadno-kazachstanskaya
2015,12,39.06,Zapadno-kazachstanskaya
2016,1,47.43,Zapadno-kazachstanskaya
2016,2,26.39,Zapadno-kazachstanskaya
2016,3,31.93,Zapadno-kazachstanskaya
2016,4,64.2,Zapadno-kazachstanskaya
2016,5,63.24,Zapadno-kazachstanskaya
2016,6,36.9,Zapadno-kazachstanskaya
2016,7,35.03,Zapadno-kazachstanskaya
2016,8,6.82,Zapadno-kazachstanskaya
2016,9,66.0,Zapadno-kazachstanskaya
2016,10,26.04,Zapadno-kazachstanskaya
2016,11,28.8,Zapadno-kazachstanskaya
2016,12,41.23,Zapadno-kazachstanskaya
2017,1,11.47,Zapadno-kazachstanskaya
2017,2,35.0,Zapadno-kazachstanskaya
2017,3,22.63,Zapadno-kazachstanskaya
2017,4,34.5,Zapadno-kazachstanskaya
2017,5,31.62,Zapadno-kazachstanskaya
2017,6,36.3,Zapadno-kazachstanskaya
2017,7,8.37,Zapadno-kazachstanskaya
2017,8,2.79,Zapadno-kazachstanskaya
2017,9,5.7,Zapadno-kazachstanskaya
2017,10,35.34,Zapadno-kazachstanskaya
2017,11,31.2,Zapadno-kazachstanskaya
2017,12,30.07,Zapadno-kazachstanskaya
2018,1,8.68,Zapadno-kazachstanskaya
2018,2,19.04,Zapadno-kazachstanskaya
2018,3,45.57,Zapadno-kazachstanskaya
2018,4,22.2,Zapadno-kazachstanskaya
2018,5,35.96,Zapadno-kazachstanskaya
2018,6,5.4,Zapadno-kazachstanskaya
2018,7,31.93,Zapadno-kazachstanskaya
2018,8,7.44,Zapadno-kazachstanskaya
2018,9,15.6,Zapadno-kazachstanskaya
2018,10,17.98,Zapadno-kazachstanskaya
2018,11,24.0,Zapadno-kazachstanskaya
2018,12,45.57,Zapadno-kazachstanskaya
2019,1,29.45,Zapadno-kazachstanskaya
2019,2,17.92,Zapadno-kazachstanskaya
2019,3,39.06,Zapadno-kazachstanskaya
2019,4,26.1,Zapadno-kazachstanskaya
2019,5,13.95,Zapadno-kazachstanskaya
2019,6,27.6,Zapadno-kazachstanskaya
2019,7,45.57,Zapadno-kazachstanskaya
2019,8,8.37,Zapadno-kazachstanskaya
2019,9,27.3,Zapadno-kazachstanskaya
2019,10,15.19,Zapadno-kazachstanskaya
2019,11,5.4,Zapadno-kazachstanskaya
2019,12,21.39,Zapadno-kazachstanskaya
2020,1,16.74,Zapadno-kazachstanskaya
2020,2,39.44,Zapadno-kazachstanskaya
2020,3,7.75,Zapadno-kazachstanskaya
2020,4,17.1,Zapadno-kazachstanskaya
2020,5,21.39,Zapadno-kazachstanskaya
2020,6,72.3,Zapadno-kazachstanskaya
2020,7,19.84,Zapadno-kazachstanskaya
2020,8,34.41,Zapadno-kazachstanskaya
2020,9,27.9,Zapadno-kazachstanskaya
2020,10,9.92,Zapadno-kazachstanskaya
2020,11,19.5,Zapadno-kazachstanskaya
2020,12,15.81,Zapadno-kazachstanskaya
2021,1,23.87,Zapadno-kazachstanskaya
2021,2,40.32,Zapadno-kazachstanskaya
2021,3,38.13,Zapadno-kazachstanskaya
2021,4,42.6,Zapadno-kazachstanskaya
2021,5,15.19,Zapadno-kazachstanskaya
2021,6,21.9,Zapadno-kazachstanskaya
2021,7,27.59,Zapadno-kazachstanskaya
2021,8,1.24,Zapadno-kazachstanskaya
2021,9,34.8,Zapadno-kazachstanskaya
2021,10,11.78,Zapadno-kazachstanskaya
2021,11,32.7,Zapadno-kazachstanskaya
2021,12,48.05,Zapadno-kazachstanskaya
2022,1,34.72,Zapadno-kazachstanskaya
2022,2,15.68,Zapadno-kazachstanskaya
2022,3,45.57,Zapadno-kazachstanskaya
2022,4,33.3,Zapadno-kazachstanskaya
2022,5,83.7,Zapadno-kazachstanskaya
2022,6,3.9,Zapadno-kazachstanskaya
2022,7,65.72,Zapadno-kazachstanskaya
2022,8,4.96,Zapadno-kazachstanskaya
2022,9,24.9,Zapadno-kazachstanskaya
2022,10,46.5,Zapadno-kazachstanskaya
2022,11,50.7,Zapadno-kazachstanskaya
2022,12,18.91,Zapadno-kazachstanskaya
2023,1,15.5,Zapadno-kazachstanskaya
2023,2,45.36,Zapadno-kazachstanskaya
2023,3,19.22,Zapadno-kazachstanskaya
2023,4,39.9,Zapadno-kazachstanskaya
2023,5,92.69,Zapadno-kazachstanskaya
2023,6,21.0,Zapadno-kazachstanskaya
2023,7,60.45,Zapadno-kazachstanskaya
2023,8,6.51,Zapadno-kazachstanskaya
2023,9,17.1,Zapadno-kazachstanskaya
2023,10,80.29,Zapadno-kazachstanskaya
2023,11,58.5,Zapadno-kazachstanskaya
2023,12,42.78,Zapadno-kazachstanskaya
2024,1,48.67,Zapadno-kazachstanskaya
2024,2,18.85,Zapadno-kazachstanskaya
2024,3,27.9,Zapadno-kazachstanskaya
2024,4,17.4,Zapadno-kazachstanskaya
2024,5,25.73,Zapadno-kazachstanskaya
2024,6,43.2,Zapadno-kazachstanskaya
2024,7,60.76,Zapadno-kazachstanskaya
2024,8,5.58,Zapadno-kazachstanskaya
2024,9,0.0,Zapadno-kazachstanskaya
2024,10,39.68,Zapadno-kazachstanskaya
2024,11,28.5,Zapadno-kazachstanskaya
2024,12,20.15,Zapadno-kazachstanskaya
